,Id,ProductId,Summary,Text
8911,8912,B004OVCWAW,"These are NOT granola, but are very good","Oats, for those who may not know, are a grain with a size and shape like barley or 'fat rice'. There are three basic ways that the oat groats are prepared: rolled, steel cut, and ground. In the US, rolled oats are the predominant form and are the type found in the Quaker Oats box or granola. Steel cut oats are associated with Ireland and are basically oats that have been chopped into even sized pieces. Ground oats, associated with Scotland, are just that - ground into relatively fine pieces. These crackers are made with ground oats, olive oil, wheat flour, wheat bran, skim milk solids, salt, and baking soda. Note that there is no sugar and that salt is listed at the end. These are not the kind of cracker that you eat plain (although I enjoy them that way), but instead are designed to be used as a base for a canape, or served with a bit of jam if you want sweetness. These are simple oat cakes that may not appeal to the American taste buds accustomed to sweet, flavored, salty crackers. They are delicious and wholesome and make a good snack."
8914,8915,B000LLIVKO,Whee-Doggy,"This is the only way to fry fish.  If you start cooking with your fire too high, the fish will not get those annoying burn marks.  The fish fries evenly, a nice golden brown.  It adheres to the fish well and does not come off when flipping to the other side.  It tastes good.  I add a pinch of old bay seasoning and a pinch of sugar, shake up the mixture and then add the fish and shake again.  We have been using this stuff for years and I make perfect fish every time."
8916,8917,B002BUEN2S,"On the verge of being good, but something's missing","I ordered this for my birthday. I got birthday money from family, and I ordered a couple of goodies, perfume, and this cocoa.  I love hot chocolate, and I'm always looking for new ones to try.  Based on the first review I decided to go ahead and order.  I will probably not reorder.  Mixed by itself into hot water it seems to lack thickness.  It also has too much of an artificial raspberry taste.  I like Hershey's Bliss Raspberry Chocolate much better.  I've been adding one spoonful of the Cobblestone Kitchen to my regular cocoa to give it a raspberry boost.  But, by itself, it does not stand up to the test. I plan on finishing the three remaining cans over time by using it as a stir in additive to other cocoa."
8918,8919,B0011ULFVG,Very easy to get what I want,"After several less successful stews with curry powder, I turned to this curry sauce mix.<br />It is incredibly easy to get delicious curry stew with simple food stuffs, only with my basic cooking skills while imitating the way of cooking curry in animes.<br />Though it is my philosophy that good cuisine should be made from scratch, but his time I just surrendered to its convenience to get exactly the taste I want with such a simple process.<br />One small problem is that it is too mild for me though it is labeled medium hot."
8920,8921,B004FZX2YC,Disapointed,"We tried this formula because it is lactose free, my baby does not have any other issues, just lactose intolerant.<br />We found that it smells bad, does not mix well into water and my baby would not drink a drop."
8922,8923,B001DGH03A,Buy These Now!,"These are the best chocolate chips I've ever tasted in my life.  Yes, they are pricey but it doesn't matter because they last forever and you use about half the amount of the regular ones due to the richness of them.  So so so good.  If you love chocolate, you will love these chips."
8923,8924,B000JWEE74,"Ate all 8 pieces in &lt;48 hours. Hit the spot for cravings, stomach not so happy...","...but they were very tasty. They arrived a bit soft, which was fine, as it is warmer out. I opened the first one and was surprised by how good it was. Usually I am less than impressed with sugar free products. But these hit the spot...for five minutes. Then, I was craving another piece. Second one was just as good. Third and fourth followed pretty quickly as well. If you like your caramels super chewy and soft, then you don't need to refrigerate these. I didn't refrigerate the first four pieces. The second four, I stuck them in the fridge overnight. The next morning, I had one as a pre-coffee snack. I couldn't have just one at a time and I ate my second one soon after. The refrigerated ones were just as good, if you like your caramels a little harder. Unfortunately, since I scarfed down this bag so fast, my stomach is not happy with me. And I am unhappy as I have no more caramels. If you are craving caramels, don't want the sugar, don't mind the maltitol effects, and can be content with one caramel a day, then these are for you."
8926,8927,B001E1AKMM,Very fresh tea,The quality of this tea is 5 star-it is in sealed bags. We're trying it out to see if helps our nails & skin.
8927,8928,B009AVDFCK,"Great price, great gift","The 12 pack is a great gift idea because Omaha Steaks packages them in two boxes of 6.  This makes it cheaper than the 6 pack if you are buying more than one quantity.  Omaha is always fast at shipping too.  Though I've had other Omaha Steaks products, I have only purchased these as gifts, so I can't comment on taste."
8930,8931,B002OKW5GQ,Plant in a Can,"Good idea but the company should use a better soil compound.  Maybe darker.  It's hard to tell if the soil is wet or dry.  Present compound blows away when I water it.  Finally sprouted and I'll transpant to a regular top soil when it grows more.  At least with soil, you can tell when it's dry.  Right now, I will give it small amounts of water weekly until that happens.  Very disappointed with this product."
8931,8932,B0060AOSGG,A Hit!,"My grandchildren LOVE the sour gummy vitamins. They really liked the sour gummy worms by Rhino, but alas, I can't find them. These were a good second choice. The big problem is keeping them from eating more than 2!"
8932,8933,B002UFVXPE,Excellent service,"I was glad to know that amazon has this product in their groceries section.<br />Though the shipping was individually priced, don't know whether there was any option to pack the glass jars.<br />Anyway, I liked the fast service."
8933,8934,B001EO76US,Wonderful pasta!,"From taste to texture, Bionaturae makes the best pasta I have ever eaten. I will never buy cheap grocery store brand pasta again."
8934,8935,B0007A0AP8,The price is right,"We have a little Maltese that we spoil to no end.  These treats are the perfect size for him and he loves them.<br /><br />He can be a little picky.  Among his daily treats are Greenies and since we found these on Amazon, Zuke's Jerky Naturals.  I will say that we tried two different kinds.  Along with these, we tried the <a href=""http://www.amazon.com/gp/product/B000MLKXOU"">Wellness WellBites Chicken and Venison Recipe Dog Treats, 8-Ounce Pouch</a>.<br /><br />The Zuke's are really potent.  When you open the bag, you catch a big whiff of how strong they are.  They're probably real flavorful because of it (I didn't try one).  The Wellness treats seem a little dryer.  While our little guy likes both of the treats, the Zuke's win over the Wellness.  Plus they're cheaper so that's even better.  He can't get enough of them.<br /><br />We also tried the <a href=""http://www.amazon.com/gp/product/B001MWRT18"">Zuke's Z-Ridge Mini - Carrot Fresh Breath Dental Chew Bones, 15 Count Pouch</a> made by Zuke's.  He doesn't like those as much as the Greenies.<br /><br />I would say that this product is one of the best we found for our dog.  Plus we were able to take advantage of the free super saver shipping as well.  These are highly recommended.<br /><br />[Edit: August 14, 2011]<br /><br />He still loves them!<br /><br />We've had to start giving our little guy Remedel for a little shoulder injury he had.  These Zukes make it real easy to give him the pill.  Since they're moist, we just put the pill inside and press it all around the pill.  That way he doesn't even know he's taking it.  Trying to give him pills with the Wellness treats doesn't work so well since they're dryer.<br /><br />[Edit: September 29, 2012]<br /><br />Anyone else notice that they seem different??  The last couple packs we bought were dryer and brittle.  They also weren't as potent as the other ones were.  He doesn't seem to like them as much any more.  I don't know if the bags we bought were partially opened so they dried out by the time the were delivered or if their recipe changed.  I'll buy some more and see how they turn out.  A little disappointed..."
